('2010-10-28!2', 66)
('2010-10-28!3', 51)
('2010-10-28!4', 28)
('2010-10-28!5', 50)
('2010-10-28!6', 18)
('2010-10-28!7', 42)
('2010-10-28!8', 32)
('2010-10-28!9', 27)
('2010-10-29!0', 0)
('2010-10-29!1', 37)
('2010-10-29!10', 10)
('2010-10-29!11', 11)
('2010-10-29!13', 13)
('2010-10-29!14', 42)
('2010-10-29!15', 15)
('2010-10-29!17', 51)
('2010-10-29!2', 48)
('2010-10-29!23', 23)
('2010-10-29!24', 24)
('2010-10-29!3', 39)
('2010-10-29!35', 35)
('2010-10-29!4', 52)
('2010-10-29!5', 40)
('2010-10-29!6', 42)
('2010-10-29!7', 42)
('2010-10-29!8', 40)
('2010-10-29!9', 18)
('2010-10-3!0', 0)
('2010-10-3!1', 17)
('2010-10-3!16', 16)
('2010-10-3!2', 8)
('2010-10-3!3', 12)
('2010-10-3!4', 12)
('2010-10-3!5', 15)
('2010-10-3!7', 7)
('2010-10-30!0', 0)
('2010-10-30!1', 41)
('2010-10-30!10', 40)
('2010-10-30!11', 44)
('2010-10-30!12', 48)
('2010-10-30!13', 39)
('2010-10-30!14', 14)
('2010-10-30!15', 60)
('2010-10-30!16', 16)
('2010-10-30!17', 17)
('2010-10-30!19', 19)
('2010-10-30!2', 40)
('2010-10-30!23', 46)
('2010-10-30!25', 25)
('2010-10-30!26', 26)
('2010-10-30!3', 78)
('2010-10-30!30', 30)
('2010-10-30!4', 40)
('2010-10-30!5', 70)
('2010-10-30!6', 24)
('2010-10-30!7', 56)
('2010-10-30!8', 24)
('2010-10-30!9', 36)
('2010-10-31!0', 0)
('2010-10-31!1', 7)
('2010-10-31!10', 10)
('2010-10-31!13', 13)
('2010-10-31!15', 15)
('2010-10-31!2', 4)
('2010-10-31!3', 9)
('2010-10-31!4', 8)
('2010-10-31!5', 5)
('2010-10-31!6', 6)
('2010-10-31!9', 9)
('2010-10-4!0', 0)
('2010-10-4!1', 36)
('2010-10-4!10', 30)
('2010-10-4!11', 22)
('2010-10-4!12', 12)
('2010-10-4!14', 14)
('2010-10-4!16', 16)
('2010-10-4!17', 51)
('2010-10-4!2', 64)
('2010-10-4!3', 51)
('2010-10-4!32', 64)
('2010-10-4!4', 64)
('2010-10-4!5', 35)
('2010-10-4!6', 48)
('2010-10-4!7', 21)
('2010-10-4!8', 32)
('2010-10-4!9', 18)
('2010-10-5!0', 0)
('2010-10-5!1', 44)
('2010-10-5!10', 40)
('2010-10-5!11', 11)
('2010-10-5!12', 12)
('2010-10-5!13', 13)
('2010-10-5!14', 56)
('2010-10-5!17', 17)
('2010-10-5!2', 44)
('2010-10-5!23', 23)
('2010-10-5!24', 24)
('2010-10-5!3', 66)
('2010-10-5!4', 96)
('2010-10-5!5', 55)
('2010-10-5!6', 24)
('2010-10-5!7', 42)
('2010-10-5!8', 40)
('2010-10-5!9', 36)
('2010-10-6!0', 0)
('2010-10-6!1', 44)
('2010-10-6!10', 40)
('2010-10-6!11', 22)
('2010-10-6!12', 60)
('2010-10-6!14', 14)
('2010-10-6!15', 30)
('2010-10-6!16', 16)
('2010-10-6!17', 17)
('2010-10-6!19', 19)
('2010-10-6!2', 54)
('2010-10-6!3', 36)
('2010-10-6!30', 30)
('2010-10-6!34', 34)
('2010-10-6!4', 36)
('2010-10-6!5', 50)
('2010-10-6!6', 36)
('2010-10-6!7', 35)
('2010-10-6!8', 32)
('2010-10-6!9', 18)
('2010-10-7!0', 0)
('2010-10-7!1', 55)
('2010-10-7!10', 20)
('2010-10-7!11', 33)
('2010-10-7!12', 24)
('2010-10-7!13', 13)
('2010-10-7!16', 32)
('2010-10-7!2', 52)
('2010-10-7!3', 78)
('2010-10-7!4', 60)
('2010-10-7!5', 45)
('2010-10-7!6', 42)
('2010-10-7!7', 28)
('2010-10-7!8', 48)
('2010-10-7!9', 9)
('2010-10-8!0', 0)
('2010-10-8!1', 31)
('2010-10-8!10', 20)
('2010-10-8!11', 22)
('2010-10-8!12', 12)
('2010-10-8!17', 17)
('2010-10-8!18', 18)
('2010-10-8!2', 50)
('2010-10-8!21', 21)
('2010-10-8!23', 23)
('2010-10-8!3', 51)
('2010-10-8!4', 48)
('2010-10-8!43', 43)
('2010-10-8!5', 70)
('2010-10-8!6', 48)
